FlowId,Environment,FlowType,FlowDirectionType,QueueName,QueueManagerName,UseSSL,ApplicationName
net.apmoller.smq.feed.mytruck.METSPLUS_MYTRUCK_BASE_Inbound_RQ1103_Feed, PP, Feed, Source, SMQ.METSPLUS.MO.BASE.FEED.RCV,METPDAQM,FALSE,         METS+
net.apmoller.smq.feed.mytruck.METSPLUS_MYTRUCK_BASE_Inbound_RQ1103_Feed, PP, Feed, Destination, IIB.MYTRUCK.MO.BASE.EVENT,RQ1103,TRUE,             MyTRUCK
net.apmoller.smq.feed.mytruck.METSPLUS_MYTRUCK_BASE_Inbound_RQ1104_Feed, PP, Feed, Source, SMQ.METSPLUS.MO.BASE.FEED.RCV,METPDAQM,FALSE,      METS+
net.apmoller.smq.feed.mytruck.METSPLUS_MYTRUCK_BASE_Inbound_RQ1104_Feed, PP, Feed, Destination, IIB.MYTRUCK.MO.BASE.EVENT,RQ1104,TRUE,             MyTRUCK
net.apmoller.smq.feed.mytruck.METSPLUS_MYTRUCK_OTD_Inbound_RQ1103_Feed, PP, Feed, Source, SMQ.METSPLUS.MO.OTD.RCV,METPDAQM,FALSE,      METS+
net.apmoller.smq.feed.mytruck.METSPLUS_MYTRUCK_OTD_Inbound_RQ1103_Feed, PP, Feed, Destination, IIB.MYTRUCK.MO.OTD.EVENT,RQ1103,TRUE,             MyTRUCK
net.apmoller.smq.feed.mytruck.METSPLUS_MYTRUCK_OTD_Inbound_RQ1104_Feed, PP, Feed, Source, SMQ.METSPLUS.MO.OTD.RCV,METPDAQM,FALSE,      METS+
net.apmoller.smq.feed.mytruck.METSPLUS_MYTRUCK_OTD_Inbound_RQ1104_Feed, PP, Feed, Destination, IIB.MYTRUCK.MO.OTD.EVENT,RQ1104,TRUE,             MyTRUCK
net.apmoller.smq.feed.mytruck.METSPLUS_MYTRUCK_TI_Inbound_RQ1103_Feed, PP, Feed, Source, SMQ.METSPLUS.MO.TI.RCV,METPDAQM,FALSE,      METS+
net.apmoller.smq.feed.mytruck.METSPLUS_MYTRUCK_TI_Inbound_RQ1103_Feed, PP, Feed, Destination, IIB.MYTRUCK.MO.TI.EVENT,RQ1103,TRUE,             MyTRUCK
net.apmoller.smq.feed.mytruck.METSPLUS_MYTRUCK_TI_Inbound_RQ1104_Feed, PP, Feed, Source, SMQ.METSPLUS.MO.TI.RCV,METPDAQM,FALSE,      METS+
net.apmoller.smq.feed.mytruck.METSPLUS_MYTRUCK_TI_Inbound_RQ1104_Feed, PP, Feed, Destination, IIB.MYTRUCK.MO.TI.EVENT,RQ1104,TRUE,             MyTRUCK
net.apmoller.smq.feed.mytruck.MYTRUCK_METSPLUS_ACK_Outbound_RQ1103_Feed, PP, Feed, Source, IIB.METSPLUS.MO.ACK.RCV,RQ1103,TRUE,             MyTRUCK
net.apmoller.smq.feed.mytruck.MYTRUCK_METSPLUS_ACK_Outbound_RQ1103_Feed, PP, Feed, Destination, SMQ.MO.METSPLUS.ACK.EVENT ,METPDAQM,FALSE,      METS+
net.apmoller.smq.feed.mytruck.MYTRUCK_METSPLUS_ACK_Outbound_RQ1104_Feed, PP, Feed, Source, IIB.METSPLUS.MO.ACK.RCV,RQ1104,TRUE,             MyTRUCK
net.apmoller.smq.feed.mytruck.MYTRUCK_METSPLUS_ACK_Outbound_RQ1104_Feed, PP, Feed, Destination, SMQ.MO.METSPLUS.ACK.EVENT ,METPDAQM,FALSE,      METS+
net.apmoller.smq.feed.mytruck.MYTRUCK_METSPLUS_OTD_Outbound_RQ1103_Feed, PP, Feed, Source, IIB.METSPLUS.MO.OTD.RCV,RQ1103,TRUE,             MyTRUCK
net.apmoller.smq.feed.mytruck.MYTRUCK_METSPLUS_OTD_Outbound_RQ1103_Feed, PP, Feed, Destination, SMQ.MO.METSPLUS.OTD.EVENT,METPDAQM,FALSE,     METS+
net.apmoller.smq.feed.mytruck.MYTRUCK_METSPLUS_OTD_Outbound_RQ1104_Feed, PP, Feed, Source, IIB.METSPLUS.MO.OTD.RCV,RQ1104,TRUE,             MyTRUCK
net.apmoller.smq.feed.mytruck.MYTRUCK_METSPLUS_OTD_Outbound_RQ1104_Feed, PP, Feed, Destination, SMQ.MO.METSPLUS.OTD.EVENT,METPDAQM,FALSE,     METS+
net.apmoller.smq.rr.mytruck.MYTRUCK_RKEM_CONT_VALIDATE_RQ1103_Reply, PP, Reply, Source, SMQ.MYTRUCK.MO.VALIDATE.RQ1103.RESP,IQMD,FALSE,    RKEM
net.apmoller.smq.rr.mytruck.MYTRUCK_RKEM_CONT_VALIDATE_RQ1103_Reply, PP, Reply, Destination, IIB.MYTRUCK.CONT.VALIDATE.RESP,RQ1103,TRUE,             MyTRUCK
net.apmoller.smq.rr.mytruck.MYTRUCK_RKEM_CONT_VALIDATE_RQ1103_Request, PP, Request, Source, IIB.MYTRUCK.CONT.VALIDATE.REQ.RCV,RQ1103,TRUE,             MyTRUCK
net.apmoller.smq.rr.mytruck.MYTRUCK_RKEM_CONT_VALIDATE_RQ1103_Request, PP, Request, Destination, SMQ.RKEM.RKEMQQ.REQUEST,IQMD,FALSE,    RKEM
net.apmoller.smq.rr.mytruck.MYTRUCK_RKEM_CONT_VALIDATE_RQ1104_Reply, PP, Reply, Source, SMQ.MYTRUCK.MO.VALIDATE.RQ1104.RESP,IQMD,FALSE,    RKEM
net.apmoller.smq.rr.mytruck.MYTRUCK_RKEM_CONT_VALIDATE_RQ1104_Reply, PP, Reply, Destination, IIB.MYTRUCK.CONT.VALIDATE.RESP,RQ1104,TRUE,             MyTRUCK
net.apmoller.smq.rr.mytruck.MYTRUCK_RKEM_CONT_VALIDATE_RQ1104_Request, PP, Request, Source, IIB.MYTRUCK.CONT.VALIDATE.REQ.RCV,RQ1104,TRUE,             MyTRUCK
net.apmoller.smq.rr.mytruck.MYTRUCK_RKEM_CONT_VALIDATE_RQ1104_Request, PP, Request, Destination, SMQ.RKEM.RKEMQQ.REQUEST,IQMD,FALSE,    RKEM
net.apmoller.smq.feed.seq.rning.RKEM_RNIE_RNDE_Inbound_RQ1107_Feed, PP, Feed, Destination, IIB.RNIE.RNDE.SOURCE.EVENT,RQ1107,TRUE,        RNING
net.apmoller.smq.feed.seq.rning.RKEM_RNIE_RNDE_Inbound_RQ1107_Feed, PP, Feed, Source, SMQ.RNIE.RNDE.SOURCE.GLD.RCV,IQMD,FALSE,        RKEM
net.apmoller.smq.feed.seq.rning.RKEM_RNIE_RNDE_Inbound_RQ1114_Feed, PP, Feed, Destination, IIB.RNIE.RNDE.SOURCE.EVENT,RQ1114,TRUE,        RNING
net.apmoller.smq.feed.seq.rning.RKEM_RNIE_RNDE_Inbound_RQ1114_Feed, PP, Feed, Source, SMQ.RNIE.RNDE.SOURCE.GLD.RCV,IQMD,FALSE,        RKEM
